   0.00000,   0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000 
   0.00000,   6.84095,   10.32858,    8.87813,    3.47129,   -2.94187,   -7.08199,   -7.09458,   -3.45145,    1.46501,    4.80687 
   0.00000,   13.53966,   20.44240,   17.57166,    6.87040,   -5.82257,  -14.01674,  -14.04165,   -6.83114,    2.89957,    9.51380 
   0.00000,   19.96336,   30.14100,   25.90829,   10.12997,   -8.58501,  -20.66678,  -20.70351,  -10.07208,    4.27523,   14.02748 
   0.00000,   25.99718,   39.25096,   33.73893,   13.19170,  -11.17979,  -26.91320,  -26.96103,  -13.11632,    5.56739,   18.26721 
   0.00000,   31.55069,   47.63573,   40.94623,   16.00971,  -13.56801,  -32.66239,  -32.72044,  -15.91822,    6.75670,   22.16945 
   0.00000,   36.56185,   55.20167,   47.44967,   18.55251,  -15.72300,  -37.85012,  -37.91739,  -18.44649,    7.82986,   25.69060 
   0.00000,   40.99812,   61.89962,   53.20703,   20.80360,  -17.63076,  -42.44270,  -42.51813,  -20.68472,    8.77990,   28.80779 
   0.00000,   44.85464,   67.72226,   58.21199,   22.76050,  -19.28922,  -46.43511,  -46.51764,  -22.63044,    9.60579,   31.51762 
   0.00000,   48.14999,   72.69763,   62.48867,   24.43266,  -20.70634,  -49.84658,  -49.93516,  -24.29304,   10.31150,   33.83314 
   0.00000,   50.92006,   76.87992,   66.08363,   25.83827,  -21.89758,  -52.71424,  -52.80793,  -25.69062,   10.90472,   35.77955 
