   0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 
   0.00000,    5.89952,    8.90719,    7.65635,    2.99358,   -2.53702,   -6.10739,   -6.11825,   -2.97648,    1.26340,    4.14537, 
   0.00000,   11.67638,   17.62918,   15.15351,    5.92492,   -5.02129,  -12.08780,  -12.10928,   -5.89106,    2.50054,    8.20454, 
   0.00000,   17.21607,   25.99310,   22.34288,    8.73592,   -7.40357,  -17.82269,  -17.85436,   -8.68600,    3.68689,   12.09707, 
   0.00000,   22.41954,   33.84937,   29.09589,   11.37630,   -9.64126,  -23.20950,  -23.25075,  -11.31129,    4.80123,   15.75334, 
   0.00000,   27.20879,   41.08026,   35.31134,   13.80650,  -11.70082,  -28.16750,  -28.21756,  -13.72761,    5.82686,   19.11856, 
   0.00000,   31.53033,   47.60500,   40.91980,   15.99937,  -13.55925,  -32.64131,  -32.69932,  -15.90795,    6.75234,   22.15514, 
   0.00000,   35.35609,   53.38120,   45.88485,   17.94067,  -15.20448,  -36.60188,  -36.66693,  -17.83815,    7.57164,   24.84336, 
   0.00000,   38.68190,   58.40254,   50.20105,   19.62828,  -16.63470,  -40.04487,  -40.11604,  -19.51612,    8.28387,   27.18027, 
   0.00000,   41.52375,   62.69322,   53.88918,   21.07032,  -17.85680,  -42.98685,  -43.06325,  -20.94991,    8.89246,   29.17713, 
   0.00000,   43.91261,   66.29996,   56.98942,   22.28249,  -18.88411,  -45.45988,  -45.54068,  -22.15516,    9.40405,   30.85569, 
