   0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 
   0.00000,    3.26819,    4.93436,    4.24143,    1.65837,   -1.40545,   -3.38334,   -3.38936,   -1.64889,    0.69989,    2.29643, 
   0.00000,    6.46843,    9.76613,    8.39467,    3.28226,   -2.78167,   -6.69634,   -6.70824,   -3.26350,    1.38524,    4.54511, 
   0.00000,    9.53728,   14.39953,   12.37740,    4.83948,   -4.10140,   -9.87333,   -9.89087,   -4.81183,    2.04244,    6.70148, 
   0.00000,   12.41987,   18.75172,   16.11841,    6.30219,   -5.34102,  -12.85749,  -12.88034,   -6.26618,    2.65976,    8.72696, 
   0.00000,   15.07300,   22.75745,   19.56161,    7.64846,   -6.48197,  -15.60410,  -15.63183,   -7.60476,    3.22794,   10.59121, 
   0.00000,   17.46702,   26.37199,   22.66856,    8.86326,   -7.51149,  -18.08248,  -18.11462,   -8.81261,    3.74063,   12.27340, 
   0.00000,   19.58640,   29.57186,   25.41907,    9.93869,   -8.42290,  -20.27654,  -20.31257,   -9.88190,    4.19450,   13.76261, 
   0.00000,   21.42882,   32.35357,   27.81014,   10.87358,   -9.21521,  -22.18387,  -22.22329,  -10.81145,    4.58906,   15.05720, 
   0.00000,   23.00313,   34.73050,   29.85328,   11.67243,   -9.89223,  -23.81366,  -23.85598,  -11.60573,    4.92621,   16.16341, 
   0.00000,   24.32650,   36.72854,   31.57073,   12.34395,  -10.46133,  -25.18365,  -25.22841,  -12.27341,    5.20961,   17.09329, 
