   0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 
   0.00000,    6.40514,    9.67058,    8.31253,    3.25015,   -2.75445,   -6.63082,   -6.64261,   -3.23157,    1.37168,    4.50064, 
   0.00000,   12.67710,   19.14008,   16.45223,    6.43271,   -5.45164,  -13.12378,  -13.14710,   -6.39596,    2.71485,    8.90770, 
   0.00000,   18.69156,   28.22082,   24.25776,    9.48462,   -8.03809,  -19.35017,  -19.38456,   -9.43043,    4.00287,   13.13384, 
   0.00000,   24.34099,   36.75042,   31.58954,   12.35130,  -10.46756,  -25.19865,  -25.24344,  -12.28072,    5.21271,   17.10347, 
   0.00000,   29.54070,   44.60102,   38.33768,   14.98978,  -12.70363,  -30.58158,  -30.63593,  -14.90412,    6.32625,   20.75711, 
   0.00000,   34.23262,   51.68495,   44.42681,   17.37059,  -14.72134,  -35.43882,  -35.50180,  -17.27133,    7.33104,   24.05394, 
   0.00000,   38.38627,   57.95620,   49.81739,   19.47827,  -16.50757,  -39.73882,  -39.80945,  -19.36696,    8.22056,   26.97255, 
   0.00000,   41.99711,   63.40790,   54.50350,   21.31051,  -18.06037,  -43.47689,  -43.55416,  -21.18873,    8.99384,   29.50974, 
   0.00000,   45.08252,   68.06631,   58.50772,   22.87614,  -19.38721,  -46.67102,  -46.75396,  -22.74541,    9.65459,   31.67774, 
   0.00000,   47.67611,   71.98215,   61.87367,   24.19220,  -20.50256,  -49.35600,  -49.44371,  -24.05395,   10.21002,   33.50016, 
