   0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 
   0.00000,    4.27302,    6.45148,    5.54550,    2.16825,   -1.83756,   -4.42359,   -4.43145,   -2.15586,    0.91508,    3.00249, 
   0.00000,    8.45720,   12.76882,   10.97569,    4.29142,   -3.63692,   -8.75520,   -8.77076,   -4.26690,    1.81114,    5.94255, 
   0.00000,   12.46960,   18.82681,   16.18295,    6.32743,   -5.36241,  -12.90897,  -12.93192,   -6.29127,    2.67041,    8.76191, 
   0.00000,   16.23847,   24.51711,   21.07416,    8.23986,   -6.98317,  -16.81064,  -16.84052,   -8.19277,    3.47753,   11.41015, 
   0.00000,   19.70733,   29.75444,   25.57601,   10.00005,   -8.47491,  -20.40172,  -20.43798,   -9.94291,    4.22040,   13.84758, 
   0.00000,   22.83742,   34.48031,   29.63822,   11.58835,   -9.82097,  -23.64211,  -23.68413,  -11.52213,    4.89072,   16.04697, 
   0.00000,   25.60842,   38.66401,   33.23440,   12.99443,  -11.01260,  -26.51075,  -26.55786,  -12.92018,    5.48414,   17.99405, 
   0.00000,   28.01730,   42.30097,   36.36063,   14.21677,  -12.04851,  -29.00450,  -29.05605,  -14.13553,    6.00001,   19.68667, 
   0.00000,   30.07566,   45.40871,   39.03194,   15.26123,  -12.93369,  -31.13538,  -31.19072,  -15.17402,    6.44081,   21.13300, 
   0.00000,   31.80591,   48.02107,   41.27745,   16.13921,  -13.67776,  -32.92660,  -32.98512,  -16.04698,    6.81135,   22.34878, 
