   0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 
   0.00000,    1.41539,    2.13697,    1.83688,    0.71821,   -0.60867,   -1.46526,   -1.46786,   -0.71410,    0.30311,    0.99454, 
   0.00000,    2.80134,    4.22951,    3.63556,    1.42148,   -1.20469,   -2.90005,   -2.90521,   -1.41336,    0.59992,    1.96840, 
   0.00000,    4.13040,    6.23615,    5.36040,    2.09588,   -1.77623,   -4.27594,   -4.28354,   -2.08391,    0.88454,    2.90227, 
   0.00000,    5.37880,    8.12099,    6.98056,    2.72935,   -2.31309,   -5.56832,   -5.57822,   -2.71375,    1.15189,    3.77947, 
   0.00000,    6.52781,    9.85579,    8.47174,    3.31239,   -2.80721,   -6.75782,   -6.76983,   -3.29347,    1.39795,    4.58684, 
   0.00000,    7.56462,   11.42118,    9.81730,    3.83850,   -3.25307,   -7.83116,   -7.84508,   -3.81656,    1.61999,    5.31536, 
   0.00000,    8.48248,   12.80698,   11.00849,    4.30425,   -3.64779,   -8.78136,   -8.79697,   -4.27965,    1.81655,    5.96031, 
   0.00000,    9.28039,   14.01168,   12.04401,    4.70913,   -3.99092,   -9.60739,   -9.62446,   -4.68222,    1.98743,    6.52097, 
   0.00000,    9.96219,   15.04108,   12.92885,    5.05510,   -4.28412,  -10.31321,  -10.33154,   -5.02621,    2.13344,    7.00005, 
   0.00000,   10.53532,   15.90639,   13.67265,    5.34592,   -4.53059,  -10.90653,  -10.92592,   -5.31537,    2.25618,    7.40276, 
