   0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000,    0.00000, 
   0.00000,    6.70459,   10.12269,    8.70116,    3.40210,   -2.88323,   -6.94083,   -6.95316,   -3.38265,    1.43581,    4.71105, 
   0.00000,   13.26977,   20.03491,   17.22140,    6.73345,   -5.70651,  -13.73734,  -13.76175,   -6.69498,    2.84177,    9.32415, 
   0.00000,   19.56543,   29.54019,   25.39185,    9.92805,   -8.41388,  -20.25482,  -20.29082,   -9.87131,    4.19001,   13.74787, 
   0.00000,   25.47897,   38.46856,   33.06640,   12.92874,  -10.95693,  -26.37673,  -26.42361,  -12.85486,    5.45642,   17.90309, 
   0.00000,   30.92178,   46.68619,   40.13003,   15.69058,  -13.29755,  -32.01132,  -32.06821,  -15.60091,    6.62201,   21.72754, 
   0.00000,   35.83305,   54.10131,   46.50384,   18.18269,  -15.40959,  -37.09564,  -37.16157,  -18.07879,    7.67378,   25.17850, 
   0.00000,   40.18089,   60.66575,   52.14643,   20.38891,  -17.27932,  -41.59668,  -41.67060,  -20.27240,    8.60489,   28.23355, 
   0.00000,   43.96054,   66.37232,   57.05163,   22.30681,  -18.90472,  -45.50950,  -45.59038,  -22.17934,    9.41431,   30.88937, 
   0.00000,   47.19020,   71.24852,   61.24305,   23.94563,  -20.29360,  -48.85296,  -48.93979,  -23.80880,   10.10596,   33.15873, 
   0.00000,   49.90505,   75.34744,   64.76636,   25.32322,  -21.46108,  -51.66347,  -51.75529,  -25.17851,   10.68735,   35.06634, 
